geoid,name,B07003001,"B07003001, Error",B07003002,"B07003002, Error",B07003003,"B07003003, Error",B07003004,"B07003004, Error",B07003005,"B07003005, Error",B07003006,"B07003006, Error",B07003007,"B07003007, Error",B07003008,"B07003008, Error",B07003009,"B07003009, Error",B07003010,"B07003010, Error",B07003011,"B07003011, Error",B07003012,"B07003012, Error",B07003013,"B07003013, Error",B07003014,"B07003014, Error",B07003015,"B07003015, Error",B07003016,"B07003016, Error",B07003017,"B07003017, Error",B07003018,"B07003018, Error"
14000US08059010205,"Census Tract 102.05, Jefferson, CO",2516,291,1328,203,1188,129,2405,288,1269,200,1136,130,72,51,35,27,37,27,15,15,15,15,0,12,18,18,9,9,9,13,6,8,0,12,6,8
14000US08059010206,"Census Tract 102.06, Jefferson, CO",3737,396,1757,203,1980,267,3214,415,1535,208,1679,263,285,120,103,51,182,85,148,113,54,33,94,86,79,67,65,70,14,16,11,17,0,12,11,17
14000US08059010208,"Census Tract 102.08, Jefferson, CO",5892,685,2765,418,3127,441,5123,741,2524,422,2599,437,280,145,178,103,102,82,441,283,63,53,378,256,48,70,0,17,48,70,0,17,0,17,0,17
14000US08059010209,"Census Tract 102.09, Jefferson, CO",7711,1023,3408,480,4303,765,6631,1151,2772,432,3859,815,511,439,328,344,183,117,361,218,187,128,174,117,127,134,67,93,60,59,81,90,54,57,27,43
14000US08059010210,"Census Tract 102.10, Jefferson, CO",3554,306,1807,187,1747,188,3029,344,1597,201,1432,201,327,147,107,61,220,95,104,71,79,53,25,24,54,50,15,20,39,46,40,44,9,15,31,36
14000US08059010211,"Census Tract 102.11, Jefferson, CO",3258,537,1414,188,1844,418,2744,513,1172,171,1572,407,336,183,166,106,170,96,155,65,62,33,93,48,13,24,4,7,9,17,10,16,10,16,0,12
14000US08059010212,"Census Tract 102.12, Jefferson, CO",3989,511,2119,301,1870,328,3385,518,1801,297,1584,299,339,214,180,123,159,132,211,130,101,62,110,77,47,38,37,38,10,16,7,14,0,12,7,14
14000US08059010213,"Census Tract 102.13, Jefferson, CO",4584,468,2392,348,2192,225,3921,355,1956,227,1965,211,375,252,286,207,89,75,116,78,45,30,71,63,172,159,105,100,67,64,0,12,0,12,0,12
14000US08059010303,"Census Tract 103.03, Jefferson, CO",5771,925,2820,582,2951,428,4780,688,2291,385,2489,391,695,372,391,305,304,176,219,183,96,114,123,102,77,89,42,53,35,41,0,17,0,17,0,17
14000US08059010304,"Census Tract 103.04, Jefferson, CO",2420,181,1252,155,1168,126,2036,245,1055,176,981,136,177,134,100,73,77,81,121,70,71,45,50,36,86,61,26,32,60,42,0,12,0,12,0,12
14000US08059010305,"Census Tract 103.05, Jefferson, CO",3676,582,1963,368,1713,314,3041,576,1650,356,1391,289,167,141,96,93,71,80,385,220,201,119,184,136,83,60,16,18,67,51,0,12,0,12,0,12
14000US08059010306,"Census Tract 103.06, Jefferson, CO",3092,522,1609,304,1483,293,2883,519,1508,311,1375,278,48,52,32,48,16,21,126,142,48,51,78,96,35,36,21,33,14,18,0,12,0,12,0,12
14000US08059010307,"Census Tract 103.07, Jefferson, CO",4518,553,2282,329,2236,367,3878,529,1947,317,1931,347,303,213,135,105,168,117,314,259,177,140,137,130,23,36,23,36,0,12,0,12,0,12,0,12
14000US08059010308,"Census Tract 103.08, Jefferson, CO",5545,606,2698,399,2847,355,4686,604,2255,385,2431,366,477,276,235,138,242,151,280,217,159,128,121,109,102,91,49,46,53,50,0,17,0,17,0,17
14000US08059010402,"Census Tract 104.02, Jefferson, CO",5504,890,2147,348,3357,673,4137,486,1675,242,2462,372,454,188,169,86,285,146,791,672,225,245,566,453,77,62,33,37,44,41,45,54,45,54,0,17
14000US08059010403,"Census Tract 104.03, Jefferson, CO",5474,650,2849,497,2625,382,4697,629,2405,459,2292,377,278,224,122,100,156,152,248,235,156,148,92,98,238,270,153,145,85,136,13,21,13,21,0,17
14000US08059010405,"Census Tract 104.05, Jefferson, CO",2637,351,1244,169,1393,294,1718,291,791,167,927,210,291,138,103,75,188,104,400,157,197,72,203,113,218,101,143,78,75,47,10,16,10,16,0,12
14000US08059010406,"Census Tract 104.06, Jefferson, CO",2778,505,1400,205,1378,369,2418,522,1179,215,1239,365,175,106,111,63,64,56,92,53,38,41,54,33,88,59,67,47,21,20,5,12,5,12,0,12
14000US08059010502,"Census Tract 105.02, Jefferson, CO",5228,658,2709,371,2519,394,4552,679,2390,377,2162,380,353,234,136,136,217,118,161,121,109,87,52,67,162,129,74,61,88,122,0,17,0,17,0,17
14000US08059010503,"Census Tract 105.03, Jefferson, CO",4567,520,1806,229,2761,391,3855,552,1517,236,2338,395,372,162,155,84,217,112,214,107,94,54,120,82,90,64,20,24,70,50,36,56,20,36,16,23
14000US08059010504,"Census Tract 105.04, Jefferson, CO",3098,450,1686,314,1412,187,2872,411,1568,292,1304,174,29,48,19,32,10,16,147,204,69,99,78,105,27,31,19,28,8,13,23,37,11,18,12,19
14000US08059010603,"Census Tract 106.03, Jefferson, CO",3424,382,1561,264,1863,239,2933,376,1289,220,1644,247,256,163,175,137,81,51,110,49,58,30,52,28,110,82,38,37,72,51,15,20,1,4,14,20
14000US08059010604,"Census Tract 106.04, Jefferson, CO",2373,424,1108,230,1265,222,1953,395,917,212,1036,213,273,154,144,78,129,91,112,54,27,27,85,47,35,30,20,22,15,15,0,12,0,12,0,12
14000US08059010701,"Census Tract 107.01, Jefferson, CO",5103,663,2260,523,2843,422,4196,597,1968,433,2228,324,369,276,77,94,292,262,377,171,123,90,254,123,143,151,92,141,51,46,18,27,0,17,18,27
14000US08059010702,"Census Tract 107.02, Jefferson, CO",5082,641,2560,363,2522,499,3481,688,1657,366,1824,420,558,304,441,280,117,94,563,420,208,151,355,289,470,276,244,169,226,169,10,17,10,17,0,17
14000US08059010801,"Census Tract 108.01, Jefferson, CO",2576,317,1243,173,1333,200,2290,306,1134,169,1156,185,189,177,89,79,100,105,47,38,9,14,38,29,50,49,11,16,39,38,0,12,0,12,0,12
14000US08059010901,"Census Tract 109.01, Jefferson, CO",5157,663,2565,392,2592,489,4158,767,2030,427,2128,464,347,264,180,135,167,197,356,311,223,180,133,142,296,233,132,94,164,159,0,17,0,17,0,17
14000US08059010902,"Census Tract 109.02, Jefferson, CO",2491,414,1167,285,1324,216,1805,416,865,241,940,225,339,243,143,94,196,166,322,236,153,137,169,143,25,42,6,10,19,32,0,12,0,12,0,12
14000US08059011000,"Census Tract 110, Jefferson, CO",5726,1075,2923,654,2803,491,4807,1052,2296,628,2511,483,549,275,416,227,133,107,293,116,151,74,142,77,77,89,60,86,17,25,0,17,0,17,0,17
14000US08059011202,"Census Tract 112.02, Jefferson, CO",4915,932,2341,569,2574,424,4379,932,2121,576,2258,414,176,75,41,27,135,64,213,92,75,40,138,70,125,71,94,57,31,22,22,24,10,12,12,20
14000US08059011300,"Census Tract 113, Jefferson, CO",3173,459,1557,272,1616,264,2823,451,1352,239,1471,273,72,44,53,33,19,19,272,131,152,84,120,70,6,9,0,12,6,9,0,12,0,12,0,12
14000US08059011401,"Census Tract 114.01, Jefferson, CO",2300,354,1058,212,1242,223,1649,270,714,170,935,176,261,205,178,152,83,68,338,155,132,82,206,102,52,45,34,28,18,21,0,12,0,12,0,12
14000US08059011402,"Census Tract 114.02, Jefferson, CO",4644,669,2477,357,2167,479,3260,492,1798,321,1462,265,576,280,398,180,178,127,773,416,254,105,519,385,7,11,7,11,0,12,28,43,20,30,8,13
14000US08059011601,"Census Tract 116.01, Jefferson, CO",4038,690,1914,369,2124,396,3349,727,1627,393,1722,417,192,142,46,50,146,127,321,238,149,116,172,134,166,227,92,112,74,117,10,18,0,12,10,18
14000US08059011602,"Census Tract 116.02, Jefferson, CO",4106,486,2163,360,1943,243,3743,525,1991,373,1752,256,78,44,49,32,29,23,149,126,70,73,79,63,103,142,38,67,65,78,33,46,15,22,18,25
14000US08059011701,"Census Tract 117.01, Jefferson, CO",4525,495,1995,326,2530,274,3992,446,1706,262,2286,272,124,63,58,37,66,44,321,286,176,175,145,118,88,85,55,56,33,37,0,12,0,12,0,12
14000US08059011702,"Census Tract 117.02, Jefferson, CO",5429,739,2812,533,2617,342,4755,653,2429,443,2326,329,318,163,116,71,202,127,179,106,133,109,46,42,81,90,38,43,43,47,96,153,96,153,0,17
14000US08059011708,"Census Tract 117.08, Jefferson, CO",3999,339,2096,258,1903,166,3350,310,1764,221,1586,167,276,129,161,92,115,72,242,110,95,60,147,94,131,157,76,89,55,70,0,12,0,12,0,12
14000US08059011709,"Census Tract 117.09, Jefferson, CO",3450,392,1815,252,1635,247,3093,425,1650,269,1443,253,144,67,72,42,72,37,114,64,52,37,62,46,54,43,34,36,20,16,45,52,7,12,38,47
14000US08059011710,"Census Tract 117.10, Jefferson, CO",4011,477,2069,296,1942,307,3481,480,1725,285,1756,295,168,122,71,51,97,107,301,167,256,162,45,36,56,45,17,21,39,48,5,10,0,12,5,10
14000US08059011711,"Census Tract 117.11, Jefferson, CO",4417,630,2152,345,2265,361,3699,616,1749,325,1950,345,361,128,198,102,163,64,104,72,50,42,54,44,253,179,155,140,98,83,0,12,0,12,0,12
14000US08059011712,"Census Tract 117.12, Jefferson, CO",3983,364,1848,182,2135,261,3782,335,1776,168,2006,251,143,158,65,83,78,79,45,38,7,11,38,33,13,21,0,12,13,21,0,12,0,12,0,12
14000US08059011720,"Census Tract 117.20, Jefferson, CO",5004,867,2323,446,2681,481,4178,470,1953,292,2225,265,143,142,62,68,81,83,129,90,54,51,75,77,554,790,254,381,300,411,0,17,0,17,0,17
14000US08059011721,"Census Tract 117.21, Jefferson, CO",2571,348,1179,201,1392,220,2153,292,1016,188,1137,166,247,171,89,70,158,111,45,48,29,33,16,17,126,91,45,34,81,81,0,12,0,12,0,12
14000US08059011723,"Census Tract 117.23, Jefferson, CO",3791,598,1788,301,2003,359,3006,635,1433,308,1573,375,334,183,136,80,198,127,254,145,114,79,140,75,190,138,105,85,85,67,7,12,0,12,7,12
14000US08059011724,"Census Tract 117.24, Jefferson, CO",7277,785,3407,425,3870,425,6091,688,2950,396,3141,352,433,151,167,61,266,114,574,293,222,108,352,194,172,142,68,54,104,94,7,13,0,17,7,13
14000US08059011725,"Census Tract 117.25, Jefferson, CO",1884,288,1020,161,864,171,1692,290,920,165,772,166,51,51,33,33,18,19,98,146,36,48,62,98,43,31,31,24,12,14,0,12,0,12,0,12
14000US08059011726,"Census Tract 117.26, Jefferson, CO",5451,535,2816,334,2635,280,5181,517,2606,316,2575,284,76,64,34,37,42,42,68,75,53,73,15,23,44,67,41,64,3,9,82,125,82,125,0,17
14000US08059011727,"Census Tract 117.27, Jefferson, CO",3619,444,1925,304,1694,205,3311,398,1742,283,1569,190,147,118,75,57,72,65,140,119,99,98,41,42,21,23,9,13,12,18,0,12,0,12,0,12
14000US08059011728,"Census Tract 117.28, Jefferson, CO",2828,353,1411,180,1417,219,2521,331,1240,168,1281,204,112,68,70,43,42,37,140,128,82,88,58,50,21,25,8,14,13,20,34,32,11,17,23,27
14000US08059011729,"Census Tract 117.29, Jefferson, CO",4258,626,1797,329,2461,465,3425,596,1456,315,1969,457,351,187,189,119,162,82,324,153,113,61,211,106,139,81,20,26,119,71,19,29,19,29,0,12
14000US08059011730,"Census Tract 117.30, Jefferson, CO",3280,449,1669,260,1611,272,2516,393,1254,198,1262,252,289,149,123,86,166,86,323,185,226,151,97,78,138,78,66,36,72,58,14,21,0,12,14,21
14000US08059011731,"Census Tract 117.31, Jefferson, CO",4264,583,1943,315,2321,346,3735,520,1624,270,2111,321,245,143,137,82,108,78,205,199,123,119,82,82,79,55,59,39,20,22,0,12,0,12,0,12
14000US08059011732,"Census Tract 117.32, Jefferson, CO",4539,598,2321,440,2218,317,3142,603,1575,436,1567,299,703,361,417,265,286,139,348,160,173,93,175,91,282,150,124,77,158,94,64,104,32,51,32,53
14000US08059011733,"Census Tract 117.33, Jefferson, CO",1735,276,791,173,944,148,1425,288,692,173,733,159,212,122,72,52,140,79,73,55,18,17,55,52,25,30,9,14,16,17,0,12,0,12,0,12
14000US08059011803,"Census Tract 118.03, Jefferson, CO",6043,963,3251,667,2792,571,5365,990,2894,665,2471,572,366,257,164,90,202,191,142,89,60,44,82,57,170,106,133,110,37,29,0,17,0,17,0,17
14000US08059011804,"Census Tract 118.04, Jefferson, CO",4280,396,1947,268,2333,349,3661,382,1696,258,1965,273,327,155,128,75,199,114,186,100,104,64,82,55,106,66,19,31,87,54,0,12,0,12,0,12
14000US08059011806,"Census Tract 118.06, Jefferson, CO",5289,609,2560,388,2729,397,4592,628,2182,372,2410,404,300,129,128,79,172,89,207,153,139,118,68,53,134,183,77,130,57,62,56,86,34,53,22,34
14000US08059011904,"Census Tract 119.04, Jefferson, CO",2779,405,1411,327,1368,193,2248,378,1092,277,1156,215,173,118,117,81,56,49,247,131,110,72,137,75,111,75,92,68,19,22,0,12,0,12,0,12
14000US08059011951,"Census Tract 119.51, Jefferson, CO",3322,339,1593,195,1729,226,2705,362,1323,215,1382,210,214,167,107,80,107,96,378,271,147,82,231,201,25,30,16,18,9,14,0,12,0,12,0,12
14000US08059012022,"Census Tract 120.22, Jefferson, CO",5743,810,2855,601,2888,369,5133,866,2608,606,2525,402,266,243,103,95,163,162,208,246,56,66,152,183,136,126,88,76,48,58,0,17,0,17,0,17
14000US08059012023,"Census Tract 120.23, Jefferson, CO",3275,277,1609,207,1666,175,2656,246,1216,182,1440,168,387,245,240,186,147,99,153,148,103,88,50,65,79,54,50,44,29,23,0,12,0,12,0,12
14000US08059012024,"Census Tract 120.24, Jefferson, CO",5194,541,2405,280,2789,379,4112,490,1927,268,2185,328,329,263,98,72,231,193,376,297,196,143,180,160,321,130,169,71,152,77,56,90,15,24,41,66
14000US08059012026,"Census Tract 120.26, Jefferson, CO",3460,652,1708,348,1752,336,3064,656,1519,341,1545,344,99,75,1,13,98,74,65,67,27,30,38,43,226,119,161,95,65,49,6,10,0,12,6,10
14000US08059012027,"Census Tract 120.27, Jefferson, CO",3024,402,1486,253,1538,221,2871,369,1428,247,1443,194,57,50,42,35,15,31,44,42,16,20,28,26,44,36,0,12,44,36,8,13,0,12,8,13
14000US08059012030,"Census Tract 120.30, Jefferson, CO",3941,445,2084,266,1857,217,3432,432,1831,256,1601,212,103,74,38,28,65,51,79,86,24,37,55,54,280,164,167,100,113,78,47,54,24,31,23,29
14000US08059012031,"Census Tract 120.31, Jefferson, CO",3650,305,1908,207,1742,161,3193,331,1632,219,1561,165,237,137,140,80,97,62,158,95,93,80,65,37,0,12,0,12,0,12,62,65,43,40,19,33
14000US08059012032,"Census Tract 120.32, Jefferson, CO",2853,298,1518,213,1335,145,2534,310,1324,218,1210,142,189,151,103,81,86,73,89,83,57,54,32,31,41,52,34,42,7,10,0,12,0,12,0,12
14000US08059012033,"Census Tract 120.33, Jefferson, CO",2797,607,1410,311,1387,316,2445,439,1267,307,1178,156,200,193,63,52,137,180,84,63,55,41,29,26,68,71,25,32,43,43,0,12,0,12,0,12
14000US08059012034,"Census Tract 120.34, Jefferson, CO",3825,441,1847,237,1978,243,3560,464,1722,243,1838,254,148,99,68,46,80,60,103,88,57,49,46,41,0,12,0,12,0,12,14,21,0,12,14,21
14000US08059012035,"Census Tract 120.35, Jefferson, CO",4974,428,2565,259,2409,277,4668,407,2446,249,2222,277,97,69,54,44,43,37,59,49,17,20,42,32,138,126,48,48,90,93,12,20,0,17,12,20
14000US08059012036,"Census Tract 120.36, Jefferson, CO",3811,196,1709,185,2102,178,3675,230,1635,186,2040,193,68,88,42,64,26,31,18,31,9,15,9,15,50,62,23,28,27,43,0,12,0,12,0,12
14000US08059012037,"Census Tract 120.37, Jefferson, CO",4014,765,2075,471,1939,362,3764,768,1960,467,1804,367,152,95,67,57,85,49,22,33,11,16,11,17,65,75,37,38,28,38,11,17,0,12,11,17
14000US08059012038,"Census Tract 120.38, Jefferson, CO",3658,551,1929,408,1729,190,3244,549,1766,407,1478,180,47,43,12,18,35,40,275,160,110,75,165,101,92,80,41,43,51,55,0,12,0,12,0,12
14000US08059012039,"Census Tract 120.39, Jefferson, CO",5490,573,2837,346,2653,289,4423,428,2285,272,2138,242,541,297,334,193,207,125,301,256,139,129,162,130,141,105,79,93,62,40,84,104,0,17,84,104
14000US08059012041,"Census Tract 120.41, Jefferson, CO",5572,601,2667,303,2905,407,5024,475,2437,296,2587,303,505,441,219,183,286,277,42,42,11,17,31,30,1,5,0,17,1,5,0,17,0,17,0,17
14000US08059012042,"Census Tract 120.42, Jefferson, CO",3986,468,1901,208,2085,327,3699,460,1776,200,1923,321,131,94,66,55,65,54,113,103,30,39,83,76,38,35,29,27,9,13,5,9,0,12,5,9
14000US08059012043,"Census Tract 120.43, Jefferson, CO",6418,1030,3120,579,3298,533,5445,983,2665,585,2780,481,122,83,57,48,65,66,458,195,173,97,285,147,372,289,204,155,168,147,21,34,21,34,0,17
14000US08059012044,"Census Tract 120.44, Jefferson, CO",3555,288,1947,236,1608,150,3040,263,1639,172,1401,155,215,107,89,52,126,65,288,222,213,211,75,46,12,20,6,10,6,10,0,12,0,12,0,12
14000US08059012045,"Census Tract 120.45, Jefferson, CO",5948,600,3072,417,2876,323,4913,450,2418,277,2495,281,531,451,304,308,227,187,380,287,266,200,114,92,76,78,50,50,26,33,48,83,34,58,14,26
14000US08059012046,"Census Tract 120.46, Jefferson, CO",2212,212,1061,129,1151,154,2025,218,979,126,1046,151,96,40,46,26,50,33,71,48,30,25,41,29,20,17,6,10,14,14,0,12,0,12,0,12
14000US08059012047,"Census Tract 120.47, Jefferson, CO",4465,498,2198,309,2267,298,3761,608,1927,335,1834,317,362,214,124,58,238,199,176,107,93,60,83,61,166,165,54,42,112,130,0,12,0,12,0,12
14000US08059012048,"Census Tract 120.48, Jefferson, CO",2187,204,1098,137,1089,118,2059,204,1042,128,1017,125,46,48,38,46,8,13,45,42,18,19,27,25,37,36,0,12,37,36,0,12,0,12,0,12
14000US08059012049,"Census Tract 120.49, Jefferson, CO",4045,538,2064,332,1981,268,3515,603,1788,353,1727,294,308,185,153,102,155,100,169,120,110,92,59,54,41,45,13,19,28,30,12,19,0,12,12,19
14000US08059012050,"Census Tract 120.50, Jefferson, CO",3980,374,2019,329,1961,176,3174,347,1632,299,1542,144,198,126,126,111,72,51,383,124,184,90,199,90,200,107,65,59,135,64,25,41,12,20,13,22
14000US08059012051,"Census Tract 120.51, Jefferson, CO",3868,497,1929,298,1939,280,3713,501,1854,296,1859,283,52,54,23,28,29,27,66,45,28,24,38,33,37,36,24,25,13,14,0,12,0,12,0,12
14000US08059012052,"Census Tract 120.52, Jefferson, CO",5337,718,2698,446,2639,378,4636,570,2329,330,2307,341,426,452,277,302,149,157,224,152,87,71,137,103,51,52,5,18,46,53,0,17,0,17,0,17
14000US08059012053,"Census Tract 120.53, Jefferson, CO",4584,882,2341,531,2243,412,4247,880,2190,528,2057,414,220,193,99,74,121,147,16,18,6,8,10,15,101,59,46,27,55,39,0,12,0,12,0,12
14000US08059012054,"Census Tract 120.54, Jefferson, CO",3635,307,1746,157,1889,207,3399,315,1619,152,1780,218,97,71,47,40,50,37,97,81,63,48,34,35,35,40,17,19,18,20,7,12,0,12,7,12
14000US08059012055,"Census Tract 120.55, Jefferson, CO",3667,314,1966,186,1701,203,3402,337,1802,209,1600,198,36,32,15,22,21,23,138,120,94,86,44,42,67,60,55,59,12,18,24,36,0,12,24,36
14000US08059012057,"Census Tract 120.57, Jefferson, CO",5696,545,2761,354,2935,351,4842,558,2374,378,2468,309,296,191,177,111,119,94,208,140,142,103,66,63,350,311,68,69,282,262,0,17,0,17,0,17
14000US08059012058,"Census Tract 120.58, Jefferson, CO",3704,522,1859,346,1845,236,3354,490,1724,317,1630,212,193,167,86,112,107,83,73,74,33,37,40,38,84,94,16,24,68,90,0,12,0,12,0,12
14000US08059012059,"Census Tract 120.59, Jefferson, CO",3607,472,1809,257,1798,281,3086,490,1526,264,1560,285,188,138,109,86,79,98,138,95,41,36,97,79,184,138,122,100,62,45,11,17,11,17,0,12
14000US08059012060,"Census Tract 120.60, Jefferson, CO",3236,370,1796,282,1440,170,2929,381,1620,284,1309,175,84,52,40,24,44,32,172,137,119,102,53,40,51,51,17,21,34,43,0,12,0,12,0,12
14000US08059015800,"Census Tract 158, Jefferson, CO",4434,623,2314,527,2120,295,2956,399,1386,208,1570,242,667,255,386,242,281,121,588,405,387,375,201,113,223,106,155,79,68,49,0,12,0,12,0,12
14000US08059015900,"Census Tract 159, Jefferson, CO",3618,434,1817,287,1801,307,2883,409,1459,282,1424,266,380,187,150,108,230,128,228,82,143,64,85,48,124,85,65,44,59,61,3,5,0,12,3,5
14000US08059060300,"Census Tract 603, Jefferson, CO",4799,527,2437,276,2362,344,4450,487,2251,255,2199,335,63,44,41,26,22,23,190,134,88,55,102,83,96,83,57,49,39,41,0,12,0,12,0,12
14000US08059060400,"Census Tract 604, Jefferson, CO",3918,556,2174,330,1744,319,3259,423,1801,271,1458,228,141,110,100,100,41,38,455,302,238,169,217,163,51,56,23,26,28,31,12,19,12,19,0,12
14000US08059980000,"Census Tract 9800, Jefferson, CO",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08059980400,"Census Tract 9804, Jefferson, CO",1325,369,1325,369,0,12,749,314,749,314,0,12,172,148,172,148,0,12,181,178,181,178,0,12,208,144,208,144,0,12,15,29,15,29,0,12
14000US08061960100,"Census Tract 9601, Kiowa, CO",1436,163,683,98,753,109,1126,159,556,99,570,86,125,96,51,48,74,55,143,70,65,31,78,55,39,30,11,12,28,22,3,4,0,12,3,4
14000US08063962100,"Census Tract 9621, Kit Carson, CO",4637,241,2391,141,2246,167,3997,272,2082,185,1915,167,111,81,78,52,33,41,221,104,90,53,131,73,252,177,120,96,132,90,56,52,21,24,35,45
14000US08065961900,"Census Tract 9619, Lake, CO",2126,354,1234,255,892,189,1960,343,1138,248,822,184,32,50,7,12,25,39,77,58,38,28,39,40,57,46,51,43,6,10,0,12,0,12,0,12
14000US08067940300,"Census Tract 9403, La Plata, CO",6168,540,3119,305,3049,307,5858,533,2951,300,2907,307,131,56,87,45,44,23,79,55,30,24,49,38,96,54,47,33,49,36,4,6,4,6,0,17
14000US08067940400,"Census Tract 9404, La Plata, CO",5973,440,3075,264,2898,246,5364,358,2785,221,2579,197,303,104,126,46,177,76,123,62,68,44,55,29,168,63,90,45,78,33,15,21,6,10,9,12
14000US08067970701,"Census Tract 9707.01, La Plata, CO",5195,613,2584,321,2611,384,4979,631,2494,323,2485,401,130,99,24,28,106,90,16,25,8,12,8,12,60,54,58,54,2,3,10,17,0,17,10,17
14000US08067970703,"Census Tract 9707.03, La Plata, CO",6497,833,3037,429,3460,577,5034,788,2293,445,2741,545,368,184,216,137,152,88,427,339,139,143,288,209,668,299,389,215,279,146,0,17,0,17,0,17
14000US08067970800,"Census Tract 9708, La Plata, CO",6603,520,3090,421,3513,312,4941,588,2345,421,2596,335,515,245,184,109,331,192,487,292,187,120,300,189,610,165,353,121,257,92,50,40,21,23,29,40
14000US08067970900,"Census Tract 9709, La Plata, CO",4442,474,2216,337,2226,311,3874,480,1941,324,1933,311,358,166,150,94,208,112,86,76,57,63,29,32,124,87,68,50,56,49,0,12,0,12,0,12
14000US08067971000,"Census Tract 9710, La Plata, CO",3523,575,1829,346,1694,301,2954,551,1484,311,1470,307,362,163,270,110,92,77,101,67,55,51,46,44,106,68,20,23,86,64,0,12,0,12,0,12
14000US08067971100,"Census Tract 9711, La Plata, CO",4408,471,2260,316,2148,297,3701,449,1858,316,1843,289,294,209,203,160,91,75,114,70,82,61,32,38,299,222,117,104,182,141,0,12,0,12,0,12
14000US08069000100,"Census Tract 1, Larimer, CO",2893,325,1347,255,1546,255,1769,274,943,218,826,151,717,221,215,95,502,199,135,102,81,80,54,49,159,96,77,64,82,51,113,117,31,50,82,78
14000US08069000201,"Census Tract 2.01, Larimer, CO",2571,278,1266,236,1305,247,1526,171,739,136,787,148,538,181,310,153,228,98,287,135,111,74,176,112,207,89,106,57,101,70,13,20,0,12,13,20
